State,pollster,pop,vtype,method,begmm,begdd,begyy,endmm,enddd,endyy,trump,clinton,other,undecided,Begdate,Enddate,Middate
TN,"Vanderbit/PSRA",1001,"Registered Voters","Live Phone",4,25,2016,5,11,2016,44.0,35.0,2.0,4.0,4/25/2016,5/11/2016,5/3/2016
NV,"Monmouth University",406,"Likely Voters","Live Phone",9,11,2016,9,13,2016,44.0,42.0,1.0,3.0,9/11/2016,9/13/2016,9/12/2016
NV,"PPP (D)/PNA",815,"Likely Voters","IVR/Online",9,6,2016,9,7,2016,42.0,45.0,,13.0,9/6/2016,9/7/2016,9/6/2016
NV,"NBC/WSJ/Marist",627,"Likely Voters","Live Phone",9,6,2016,9,8,2016,44.0,45.0,1.0,3.0,9/6/2016,9/8/2016,9/7/2016
NV,"NBC/WSJ/Marist",627,"Likely Voters","Live Phone",9,6,2016,9,8,2016,42.0,41.0,1.0,4.0,9/6/2016,9/8/2016,9/7/2016
NV,"Washington Post/SurveyMonkey",2776,"Registered Voters","Internet",8,9,2016,9,1,2016,43.0,48.0,,,8/9/2016,9/1/2016,8/20/2016
NV,"Washington Post/SurveyMonkey",2776,"Registered Voters","Internet",8,9,2016,9,1,2016,37.0,40.0,,,8/9/2016,9/1/2016,8/20/2016
NV,"Suffolk",500,"Likely Voters","Live Phone",8,15,2016,8,17,2016,42.0,44.0,,5.0,8/15/2016,8/17/2016,8/16/2016
NV,"CBS/YouGov",993,"Likely Voters","Internet",8,2,2016,8,5,2016,41.0,43.0,,,8/2/2016,8/5/2016,8/3/2016
NV,"Rasmussen/KTNV",750,"Likely Voters","IVR/Online",7,29,2016,7,31,2016,40.0,41.0,,,7/29/2016,7/31/2016,7/30/2016
NV,"Rasmussen/KTNV",750,"Likely Voters","IVR/Online",7,22,2016,7,24,2016,43.0,38.0,,,7/22/2016,7/24/2016,7/23/2016
NV,"Gravis Marketing",1637,"Registered Voters","Automated Phone",5,24,2016,5,25,2016,47.0,42.0,11.0,,5/24/2016,5/25/2016,5/24/2016
NV,"Gravis Marketing",1637,"Registered Voters","Automated Phone",5,24,2016,5,25,2016,44.0,41.0,8.0,,5/24/2016,5/25/2016,5/24/2016
NV,"Monmouth University",408,"Likely Voters","Live Phone",7,7,2016,7,10,2016,41.0,45.0,,4.0,7/7/2016,7/10/2016,7/8/2016
NV,"GQR (D-Democracy Corps/Women's Voices Women Vote)",300,"Likely Voters","Live Phone",6,11,2016,6,20,2016,47.0,45.0,4.0,,6/11/2016,6/20/2016,6/15/2016
NV,"GQR (D-Democracy Corps/Women's Voices Women Vote)",300,"Likely Voters","Live Phone",6,11,2016,6,20,2016,44.0,44.0,1.0,,6/11/2016,6/20/2016,6/15/2016
ME,"SurveyUSA/Boston Globe/Colby College",779,"Likely Voters","IVR/Online",9,4,2016,9,10,2016,39.0,42.0,,5.0,9/4/2016,9/10/2016,9/7/2016
ME,"MPRC",841,"Likely Voters","IVR/Online",8,17,2016,8,20,2016,32.0,42.0,,13.0,8/17/2016,8/20/2016,8/18/2016
ME,"MPRC",841,"Likely Voters","IVR/Online",8,17,2016,8,20,2016,37.0,48.0,,15.0,8/17/2016,8/20/2016,8/18/2016
ME,"Washington Post/SurveyMonkey",715,"Registered Voters","Internet",8,9,2016,9,1,2016,39.0,47.0,,,8/9/2016,9/1/2016,8/20/2016
ME,"Washington Post/SurveyMonkey",715,"Registered Voters","Internet",8,9,2016,9,1,2016,34.0,37.0,,,8/9/2016,9/1/2016,8/20/2016
ME,"Gravis Marketing",2046,"Registered Voters","IVR/Online",8,4,2016,8,8,2016,36.0,46.0,17.0,,8/4/2016,8/8/2016,8/6/2016
ME,"Gravis Marketing",2046,"Registered Voters","IVR/Online",8,4,2016,8,8,2016,33.0,43.0,9.0,,8/4/2016,8/8/2016,8/6/2016
ME,"UNH/Portland Press Herald/Maine Sunday Telegram",469,"Likely Voters","Live Phone",6,15,2016,6,21,2016,35.0,42.0,19.0,4.0,6/15/2016,6/21/2016,6/18/2016
MS,"Washington Post/SurveyMonkey",823,"Registered Voters","Internet",8,9,2016,9,1,2016,48.0,46.0,,,8/9/2016,9/1/2016,8/20/2016
MS,"Washington Post/SurveyMonkey",823,"Registered Voters","Internet",8,9,2016,9,1,2016,46.0,43.0,,,8/9/2016,9/1/2016,8/20/2016
MS,"Mason-Dixon",625,"Registered Voters","Live Phone",3,28,2016,3,30,2016,46.0,43.0,,11.0,3/28/2016,3/30/2016,3/29/2016
WY,"Washington Post/SurveyMonkey",727,"Registered Voters","Internet",8,9,2016,9,1,2016,65.0,27.0,,,8/9/2016,9/1/2016,8/20/2016
WY,"Washington Post/SurveyMonkey",727,"Registered Voters","Internet",8,9,2016,9,1,2016,57.0,21.0,,,8/9/2016,9/1/2016,8/20/2016
MN,"Washington Post/SurveyMonkey",2054,"Registered Voters","Internet",8,9,2016,9,1,2016,40.0,49.0,,,8/9/2016,9/1/2016,8/20/2016
MN,"Washington Post/SurveyMonkey",2054,"Registered Voters","Internet",8,9,2016,9,1,2016,34.0,41.0,,,8/9/2016,9/1/2016,8/20/2016
MN,"Mason-Dixon/Star Tribune",800,"Registered Voters","Live Phone",1,18,2016,1,20,2016,38.0,43.0,,19.0,1/18/2016,1/20/2016,1/19/2016
IN,"Washington Post/SurveyMonkey",2294,"Registered Voters","Internet",8,9,2016,9,1,2016,52.0,37.0,,,8/9/2016,9/1/2016,8/20/2016
IN,"Washington Post/SurveyMonkey",2294,"Registered Voters","Internet",8,9,2016,9,1,2016,46.0,30.0,,,8/9/2016,9/1/2016,8/20/2016
IN,"Monmouth University",403,"Likely Voters","Live Phone",8,13,2016,8,16,2016,47.0,36.0,1.0,5.0,8/13/2016,8/16/2016,8/14/2016
IN,"POS (R)/HPI/WTHR",500,"Likely Voters","Live Phone",4,18,2016,4,21,2016,47.0,39.0,,14.0,4/18/2016,4/21/2016,4/19/2016
IN,"NBC/WSJ/Marist",2149,"Registered Voters","Live Phone",4,26,2016,4,28,2016,48.0,41.0,,11.0,4/26/2016,4/28/2016,4/27/2016
MD,"Baltimore Sun/University of Baltimore/OpinionWorks",756,"Likely Voters","Live Phone",8,18,2016,8,30,2016,25.0,54.0,,12.0,8/18/2016,8/30/2016,8/24/2016
MD,"Washington Post/SurveyMonkey",1199,"Registered Voters","Internet",8,9,2016,9,1,2016,31.0,61.0,,,8/9/2016,9/1/2016,8/20/2016
MD,"Washington Post/SurveyMonkey",1199,"Registered Voters","Internet",8,9,2016,9,1,2016,27.0,54.0,,,8/9/2016,9/1/2016,8/20/2016
MD,"PPP (D)",879,"Likely Voters","IVR/Online",4,15,2016,4,17,2016,28.0,61.0,,11.0,4/15/2016,4/17/2016,4/16/2016
MD,"NBC4/Marist",2563,"Registered Voters","Live Phone",4,5,2016,4,9,2016,27.0,63.0,,10.0,4/5/2016,4/9/2016,4/7/2016
MD,"Washington Post/University of Maryland",1,"Registered Voters","Live Phone",3,30,2016,4,3,2016,28.0,63.0,1.0,,3/30/2016,4/3/2016,4/1/2016
LA,"Anzalone (D-Democrats For Education Reform)",605,"Likely Voters","Live Phone",8,29,2016,9,1,2016,46.0,40.0,1.0,6.0,8/29/2016,9/1/2016,8/30/2016
LA,"Washington Post/SurveyMonkey",871,"Registered Voters","Internet",8,9,2016,9,1,2016,53.0,38.0,,,8/9/2016,9/1/2016,8/20/2016
LA,"Washington Post/SurveyMonkey",871,"Registered Voters","Internet",8,9,2016,9,1,2016,49.0,33.0,,,8/9/2016,9/1/2016,8/20/2016
LA,"JMC Analytics and Polling (R)",624,"Likely Voters","Automated Phone",5,5,2016,5,6,2016,52.0,36.0,4.0,8.0,5/5/2016,5/6/2016,5/5/2016
TX,"Texas Lyceum",502,"Likely Voters","Live Phone",9,1,2016,9,11,2016,42.0,36.0,,,9/1/2016,9/11/2016,9/6/2016
TX,"Texas Lyceum",502,"Likely Voters","Live Phone",9,1,2016,9,11,2016,39.0,32.0,,,9/1/2016,9/11/2016,9/6/2016
TX,"Washington Post/SurveyMonkey",5147,"Registered Voters","Internet",8,9,2016,9,1,2016,45.0,46.0,,,8/9/2016,9/1/2016,8/20/2016
TX,"Washington Post/SurveyMonkey",5147,"Registered Voters","Internet",8,9,2016,9,1,2016,40.0,40.0,,,8/9/2016,9/1/2016,8/20/2016
TX,"Dixie Strategies (R)/KTVT-CBS 11",1018,"Likely Voters","IVR/Live Phone",8,8,2016,8,9,2016,46.0,36.0,,9.0,8/8/2016,8/9/2016,8/8/2016
TX,"PPP (D)",944,"Likely Voters","IVR/Online",8,12,2016,8,14,2016,44.0,38.0,,10.0,8/12/2016,8/14/2016,8/13/2016
TX,"PPP (D)",944,"Likely Voters","IVR/Online",8,12,2016,8,14,2016,50.0,44.0,,,8/12/2016,8/14/2016,8/13/2016
TX,"YouGov/University of Texas/Texas Tribune",1200,"Registered Voters","Internet",6,10,2016,6,19,2016,41.0,33.0,19.0,8.0,6/10/2016,6/19/2016,6/14/2016
IA,"Monmouth University",404,"Likely Voters","Live Phone",9,12,2016,9,14,2016,45.0,37.0,2.0,6.0,9/12/2016,9/14/2016,9/13/2016
IA,"RABA Research/Simpson",1054,"Likely Voters","IVR/Online",9,6,2016,9,8,2016,40.0,39.0,,,9/6/2016,9/8/2016,9/7/2016
IA,"RABA Research/Simpson",1054,"Likely Voters","IVR/Online",9,6,2016,9,8,2016,43.0,42.0,,,9/6/2016,9/8/2016,9/7/2016
IA,"PPP (D-Constitutional Responsibility Project)",827,"Likely Voters","IVR/Online",8,30,2016,8,31,2016,43.0,45.0,,12.0,8/30/2016,8/31/2016,8/30/2016
IA,"Washington Post/SurveyMonkey",1875,"Registered Voters","Internet",8,9,2016,9,1,2016,46.0,42.0,,,8/9/2016,9/1/2016,8/20/2016
IA,"Washington Post/SurveyMonkey",1875,"Registered Voters","Internet",8,9,2016,9,1,2016,40.0,36.0,,,8/9/2016,9/1/2016,8/20/2016
IA,"CBS/YouGov",987,"Likely Voters","Internet",8,17,2016,8,19,2016,40.0,40.0,,,8/17/2016,8/19/2016,8/18/2016
IA,"Quinnipiac",846,"Likely Voters","Live Phone",8,9,2016,8,16,2016,44.0,47.0,,,8/9/2016,8/16/2016,8/12/2016
IA,"Quinnipiac",846,"Likely Voters","Live Phone",8,9,2016,8,16,2016,39.0,41.0,,,8/9/2016,8/16/2016,8/12/2016
IA,"Suffolk",500,"Likely Voters","Live Phone",8,8,2016,8,10,2016,41.0,40.0,,17.0,8/8/2016,8/10/2016,8/9/2016
IA,"Suffolk",500,"Likely Voters","Live Phone",8,8,2016,8,10,2016,37.0,36.0,,17.0,8/8/2016,8/10/2016,8/9/2016
IA,"NBC/WSJ/Marist",899,"Registered Voters","Live Phone",8,3,2016,8,7,2016,37.0,41.0,2.0,9.0,8/3/2016,8/7/2016,8/5/2016
IA,"NBC/WSJ/Marist",899,"Registered Voters","Live Phone",8,3,2016,8,7,2016,35.0,35.0,2.0,10.0,8/3/2016,8/7/2016,8/5/2016
IA,"CBS/YouGov",998,"Likely Voters","Internet",7,13,2016,7,15,2016,40.0,39.0,,,7/13/2016,7/15/2016,7/14/2016
IA,"Gravis Marketing",1318,"Registered Voters","Automated Phone",7,7,2016,7,8,2016,40.0,42.0,18.0,,7/7/2016,7/8/2016,7/7/2016
IA,"Gravis Marketing",1318,"Registered Voters","Automated Phone",7,7,2016,7,8,2016,37.0,39.0,14.0,,7/7/2016,7/8/2016,7/7/2016
IA,"NBC/WSJ/Marist",822,"Registered Voters","Live Phone",7,5,2016,7,10,2016,39.0,42.0,1.0,8.0,7/5/2016,7/10/2016,7/7/2016
IA,"Monmouth University",401,"Likely Voters","Live Phone",7,8,2016,7,11,2016,44.0,42.0,2.0,6.0,7/8/2016,7/11/2016,7/9/2016
IA,"Loras College",600,"Likely Voters","Live Phone",6,24,2016,6,28,2016,34.0,48.0,4.0,11.0,6/24/2016,6/28/2016,6/26/2016
IA,"Loras College",600,"Likely Voters","Live Phone",6,24,2016,6,28,2016,30.0,44.0,,15.0,6/24/2016,6/28/2016,6/26/2016
IA,"PPP (D-Americans United for Change/Constitutional Responsibility Project) ",897,"Likely Voters","IVR/Online",6,22,2016,6,23,2016,39.0,41.0,,20.0,6/22/2016,6/23/2016,6/22/2016
IA,"PPP (D-Constitutional Responsibility Project)",630,"Likely Voters","Automated Phone",6,9,2016,6,13,2016,41.0,44.0,,15.0,6/9/2016,6/13/2016,6/11/2016
IA,"NBC/WSJ/Marist",1470,"Registered Voters","Live Phone",1,2,2016,1,7,2016,40.0,48.0,,12.0,1/2/2016,1/7/2016,1/4/2016
MI,"EPIC-MRA/Detroit Free Press/WXYZ-TV ",600,"Likely Voters","Live Phone",9,10,2016,9,13,2016,38.0,42.0,,17.0,9/10/2016,9/13/2016,9/11/2016
MI,"EPIC-MRA/Detroit Free Press/WXYZ-TV ",600,"Likely Voters","Live Phone",9,10,2016,9,13,2016,35.0,38.0,,13.0,9/10/2016,9/13/2016,9/11/2016
MI,"Washington Post/SurveyMonkey",2428,"Registered Voters","Internet",8,9,2016,9,1,2016,44.0,46.0,,,8/9/2016,9/1/2016,8/20/2016
MI,"Washington Post/SurveyMonkey",2428,"Registered Voters","Internet",8,9,2016,9,1,2016,38.0,39.0,,,8/9/2016,9/1/2016,8/20/2016
MI,"Suffolk",500,"Likely Voters","Live Phone",8,22,2016,8,24,2016,37.0,44.0,,10.0,8/22/2016,8/24/2016,8/23/2016
MI,"EPIC-MRA/Detroit Free Press/WXYZ-TV ",600,"Likely Voters","Live Phone",7,30,2016,8,4,2016,36.0,46.0,,17.0,7/30/2016,8/4/2016,8/1/2016
MI,"EPIC-MRA/Detroit Free Press/WXYZ-TV ",600,"Likely Voters","Live Phone",7,30,2016,8,4,2016,32.0,43.0,,14.0,7/30/2016,8/4/2016,8/1/2016
MI,"Glengariff/Detroit News/WDIV",600,"Likely Voters","Live Phone",7,30,2016,8,1,2016,32.0,41.0,1.0,14.0,7/30/2016,8/1/2016,7/31/2016
MI,"Mitchell Research (R)/Fox 2 Detroit/(MAHP)",600,"Likely Voters","IVR/Live Phone",7,5,2016,7,11,2016,34.0,40.0,,27.0,7/5/2016,7/11/2016,7/8/2016
MI,"Marketing Resource Group (R)",800,"Likely Voters","Live Phone",7,11,2016,7,15,2016,29.0,34.0,23.0,,7/11/2016,7/15/2016,7/13/2016
MI,"CBS/YouGov",1201,"Likely Voters","Internet",7,13,2016,7,15,2016,39.0,42.0,,,7/13/2016,7/15/2016,7/14/2016
MI,"Gravis Marketing",1562,"Registered Voters","Automated Phone",7,7,2016,7,8,2016,41.0,48.0,11.0,,7/7/2016,7/8/2016,7/7/2016
MI,"Gravis Marketing",1562,"Registered Voters","Automated Phone",7,7,2016,7,8,2016,34.0,37.0,26.0,,7/7/2016,7/8/2016,7/7/2016
MI,"GQR (D-Democracy Corps/Women's Voices Women Vote)",300,"Likely Voters","Live Phone",6,11,2016,6,20,2016,39.0,50.0,6.0,,6/11/2016,6/20/2016,6/15/2016
MI,"GQR (D-Democracy Corps/Women's Voices Women Vote)",300,"Likely Voters","Live Phone",6,11,2016,6,20,2016,33.0,48.0,3.0,,6/11/2016,6/20/2016,6/15/2016
MI,"Glengariff/Detroit News/WDIV",600,"Likely Voters","Live Phone",5,24,2016,5,26,2016,39.0,43.0,4.0,12.0,5/24/2016,5/26/2016,5/25/2016
MI,"Glengariff/Detroit News/WDIV",600,"Likely Voters","Live Phone",5,24,2016,5,26,2016,33.0,37.0,2.0,,5/24/2016,5/26/2016,5/25/2016
MI,"EPIC-MRA/Detroit Free Press/WXYZ-TV ",600,"Likely Voters","Live Phone",3,19,2016,3,22,2016,37.0,47.0,,16.0,3/19/2016,3/22/2016,3/20/2016
MI,"SurveyUSA",904,"Likely Voters","IVR/Online",3,23,2016,3,24,2016,38.0,49.0,,13.0,3/23/2016,3/24/2016,3/23/2016
MI,"NBC/WSJ/Marist",2229,"Registered Voters","Live Phone",3,1,2016,3,3,2016,36.0,52.0,,13.0,3/1/2016,3/3/2016,3/2/2016
MI,"Marketing Resource Group (R)",600,"Likely Voters","Live Phone",2,22,2016,2,27,2016,39.0,44.0,4.0,5.0,2/22/2016,2/27/2016,2/24/2016
UT,"Washington Post/SurveyMonkey",722,"Registered Voters","Internet",8,9,2016,9,1,2016,46.0,35.0,,,8/9/2016,9/1/2016,8/20/2016
UT,"Washington Post/SurveyMonkey",722,"Registered Voters","Internet",8,9,2016,9,1,2016,34.0,27.0,,,8/9/2016,9/1/2016,8/20/2016
UT,"PPP (D)",1018,"Likely Voters","IVR/Online",8,19,2016,8,21,2016,39.0,24.0,,14.0,8/19/2016,8/21/2016,8/20/2016
UT,"PPP (D)",1018,"Likely Voters","IVR/Online",8,19,2016,8,21,2016,53.0,33.0,,,8/19/2016,8/21/2016,8/20/2016
UT,"Dan Jones & Associates/UtahPolicy.com",858,"Likely Voters","Live Phone/Online",7,18,2016,8,4,2016,37.0,25.0,14.0,,7/18/2016,8/4/2016,7/26/2016
UT,"Dan Jones & Associates/UtahPolicy.com",614,"Registered Voters","Live Phone/Online",6,8,2016,6,17,2016,36.0,27.0,18.0,8.0,6/8/2016,6/17/2016,6/12/2016
UT,"SurveyUSA/Salt Lake Tribune/Hinckley Institute",1238,"Likely Voters","IVR/Online",6,2,2016,6,8,2016,35.0,35.0,,16.0,6/2/2016,6/8/2016,6/5/2016
UT,"Gravis Marketing",1519,"Registered Voters","Automated Phone",5,31,2016,6,1,2016,36.0,29.0,35.0,,5/31/2016,6/1/2016,5/31/2016
UT,"Gravis Marketing",1519,"Registered Voters","Automated Phone",5,31,2016,6,1,2016,29.0,26.0,29.0,,5/31/2016,6/1/2016,5/31/2016
UT,"Dan Jones & Associates/Deseret News/KSL",500,"Likely Voters","Live Phone/Online",3,8,2016,3,15,2016,36.0,38.0,,8.0,3/8/2016,3/15/2016,3/11/2016
UT,"Dan Jones & Associates/UtahPolicy.com",588,"Registered Voters","Live Phone/Online",5,2,2016,5,10,2016,43.0,30.0,,26.0,5/2/2016,5/10/2016,5/6/2016
UT,"Dan Jones & Associates/UtahPolicy.com",600,"Registered Voters","Live Phone/Online",3,23,2016,4,5,2016,38.0,38.0,,25.0,3/23/2016,4/5/2016,3/29/2016
VA,"University of Mary Washington/PSRAI",685,"Likely Voters","Live Phone",9,6,2016,9,12,2016,37.0,40.0,1.0,,9/6/2016,9/12/2016,9/9/2016
VA,"PPP (D)",878,"Likely Voters","IVR/Online",9,9,2016,9,11,2016,39.0,45.0,,8.0,9/9/2016,9/11/2016,9/10/2016
VA,"PPP (D)",878,"Likely Voters","IVR/Online",9,9,2016,9,11,2016,42.0,50.0,,,9/9/2016,9/11/2016,9/10/2016
VA,"Washington Post/SurveyMonkey",2468,"Registered Voters","Internet",8,9,2016,9,1,2016,41.0,49.0,,,8/9/2016,9/1/2016,8/20/2016
VA,"Washington Post/SurveyMonkey",2468,"Registered Voters","Internet",8,9,2016,9,1,2016,36.0,43.0,,,8/9/2016,9/1/2016,8/20/2016
VA,"Hampton University",801,"Likely Voters","Live Phone",8,24,2016,8,28,2016,41.0,43.0,,,8/24/2016,8/28/2016,8/26/2016
VA,"Roanoke College",803,"Likely Voters","Live Phone",8,7,2016,8,17,2016,32.0,48.0,,9.0,8/7/2016,8/17/2016,8/12/2016
VA,"Roanoke College",803,"Likely Voters","Live Phone",8,7,2016,8,17,2016,36.0,55.0,,,8/7/2016,8/17/2016,8/12/2016
VA,"Quinnipiac",808,"Likely Voters","Live Phone",8,9,2016,8,16,2016,38.0,50.0,,,8/9/2016,8/16/2016,8/12/2016
VA,"Quinnipiac",808,"Likely Voters","Live Phone",8,9,2016,8,16,2016,34.0,45.0,,,8/9/2016,8/16/2016,8/12/2016
VA,"Washington Post",707,"Likely Voters","Live Phone",8,11,2016,8,14,2016,43.0,51.0,1.0,,8/11/2016,8/14/2016,8/12/2016
VA,"Washington Post",707,"Likely Voters","Live Phone",8,11,2016,8,14,2016,39.0,46.0,1.0,,8/11/2016,8/14/2016,8/12/2016
VA,"NBC/WSJ/Marist",897,"Registered Voters","Live Phone",8,4,2016,8,10,2016,33.0,46.0,1.0,9.0,8/4/2016,8/10/2016,8/7/2016
VA,"NBC/WSJ/Marist",897,"Registered Voters","Live Phone",8,4,2016,8,10,2016,31.0,43.0,1.0,9.0,8/4/2016,8/10/2016,8/7/2016
VA,"CBS/YouGov",1181,"Likely Voters","Internet",8,2,2016,8,5,2016,37.0,49.0,,,8/2/2016,8/5/2016,8/3/2016
VA,"RABA Research",655,"Registered Voters","Automated Phone",7,26,2016,7,27,2016,46.0,42.0,,,7/26/2016,7/27/2016,7/26/2016
VA,"Hampton University",805,"Likely Voters","Live Phone",7,6,2016,7,10,2016,39.0,39.0,,,7/6/2016,7/10/2016,7/8/2016
VA,"NBC/WSJ/Marist",876,"Registered Voters","Live Phone",7,5,2016,7,11,2016,35.0,44.0,2.0,7.0,7/5/2016,7/11/2016,7/8/2016
VA,"NBC/WSJ/Marist",876,"Registered Voters","Live Phone",7,5,2016,7,11,2016,34.0,41.0,2.0,10.0,7/5/2016,7/11/2016,7/8/2016
VA,"FOX",601,"Registered Voters","Live Phone",7,9,2016,7,12,2016,37.0,44.0,6.0,,7/9/2016,7/12/2016,7/10/2016
VA,"FOX",601,"Registered Voters","Live Phone",7,9,2016,7,12,2016,34.0,39.0,2.0,,7/9/2016,7/12/2016,7/10/2016
VA,"PPP (D)",1032,"Likely Voters","IVR/Online",6,13,2016,6,15,2016,39.0,42.0,,10.0,6/13/2016,6/15/2016,6/14/2016
VA,"PPP (D)",1032,"Likely Voters","IVR/Online",6,13,2016,6,15,2016,45.0,48.0,,,6/13/2016,6/15/2016,6/14/2016
VA,"Gravis Marketing",1728,"Registered Voters","Automated Phone",5,24,2016,5,24,2016,41.0,45.0,14.0,,5/24/2016,5/24/2016,5/24/2016
VA,"Gravis Marketing",1728,"Registered Voters","Automated Phone",5,24,2016,5,24,2016,38.0,44.0,12.0,,5/24/2016,5/24/2016,5/24/2016
VA,"Roanoke College",610,"Likely Voters","Live Phone",5,9,2016,5,17,2016,38.0,38.0,11.0,11.0,5/9/2016,5/17/2016,5/13/2016
VA,"Christopher Newport",1102,"Likely Voters","Live Phone",3,23,2016,4,3,2016,35.0,44.0,,7.0,3/23/2016,4/3/2016,3/28/2016
VA,"Roanoke College",524,"Likely Voters","Live Phone",1,18,2016,1,26,2016,35.0,52.0,,13.0,1/18/2016,1/26/2016,1/22/2016
NY,"Washington Post/SurveyMonkey",1405,"Registered Voters","Internet",8,9,2016,9,1,2016,35.0,57.0,,,8/9/2016,9/1/2016,8/20/2016
NY,"Washington Post/SurveyMonkey",1405,"Registered Voters","Internet",8,9,2016,9,1,2016,31.0,51.0,,,8/9/2016,9/1/2016,8/20/2016
NY,"Siena",717,"Registered Voters","Live Phone",8,7,2016,8,10,2016,27.0,57.0,,,8/7/2016,8/10/2016,8/8/2016
NY,"Siena",717,"Registered Voters","Live Phone",8,7,2016,8,10,2016,25.0,50.0,,,8/7/2016,8/10/2016,8/8/2016
NY,"Gravis Marketing",1717,"Registered Voters","IVR/Online",8,4,2016,8,8,2016,36.0,53.0,10.0,,8/4/2016,8/8/2016,8/6/2016
NY,"Gravis Marketing",1717,"Registered Voters","IVR/Online",8,4,2016,8,8,2016,34.0,48.0,8.0,,8/4/2016,8/8/2016,8/6/2016
NY,"Quinnipiac",1104,"Registered Voters","Live Phone",7,13,2016,7,17,2016,35.0,47.0,,,7/13/2016,7/17/2016,7/15/2016
NY,"Quinnipiac",1104,"Registered Voters","Live Phone",7,13,2016,7,17,2016,33.0,45.0,,,7/13/2016,7/17/2016,7/15/2016
NY,"Siena",803,"Registered Voters","Live Phone",6,22,2016,6,28,2016,31.0,54.0,16.0,,6/22/2016,6/28/2016,6/25/2016
NY,"Siena",825,"Registered Voters","Live Phone",5,22,2016,5,26,2016,31.0,52.0,17.0,,5/22/2016,5/26/2016,5/24/2016
NY,"Siena",802,"Registered Voters","Live Phone",4,24,2016,4,27,2016,30.0,56.0,,15.0,4/24/2016,4/27/2016,4/25/2016
NY,"Emerson College Polling Society",1047,"Likely Voters","Automated Phone",4,15,2016,4,17,2016,36.0,55.0,,9.0,4/15/2016,4/17/2016,4/16/2016
